c59145_g1	UGT88A1	41.67	24	14	0	454	477	365	388	0.65	25.0
c148977_g1	UGT84B2	60.00	10	4	0	34	43	104	113	0.74	19.6
c65599_g1	UGT73C7	50.00	276	123	7	19	285	215	484	3e-83	256
c1375_g1	UGT85A7	41.67	24	14	0	27	50	73	96	2.4	20.0
c72086_g1	UGT86A2	30.77	52	32	1	283	330	145	196	0.057	28.1
c106579_g1	UGT85A7	62.50	8	3	0	2	9	278	285	3.4	16.5
c143809_g1	UGT74E1	39.29	28	16	1	30	56	400	427	2.0	21.6
c63630_g1	UGT78D4P	30.19	53	35	1	153	203	211	263	0.26	26.6
c69978_g2	UGT75D1	41.32	317	152	7	44	338	105	409	4e-77	245
c152433_g1	UGT84A1	26.67	60	41	2	1	58	383	441	0.40	21.2
c74692_g1	UGT73C1	70.00	10	3	0	45	54	45	54	1.0	20.0
c121256_g1	UGT71C4	23.61	72	48	1	21	85	405	476	1.4	20.4
c103299_g1	UGT71D2	26.42	53	36	1	45	94	67	119	0.77	21.9
c135213_g1	UGT84B1	30.30	33	17	1	26	58	363	389	2.0	20.0
c135346_g1	UGT84B1	29.03	31	22	0	28	58	359	389	5.0	20.4
c100283_g1	UGT76E5	32.26	31	20	1	21	51	103	132	0.76	20.8
c97338_g1	UGT78D1	55.56	9	4	0	31	39	142	150	2.9	17.7
c67422_g1	UGT83A1	42.89	471	242	9	56	517	11	463	7e-128	379
c76234_g1	UGT91A1	23.91	46	34	1	240	284	336	381	3.0	22.7
c70716_g1	UGT81A1	31.67	60	29	3	619	672	415	468	0.091	28.5
c149018_g1	UGT86A2	72.73	11	3	0	35	45	190	200	0.55	21.2
c132461_g1	UGT90A3P	38.89	18	11	0	74	91	232	249	4.6	19.2
c46118_g1	UGT74B1	31.91	47	28	2	130	172	375	421	1.1	22.7
c53939_g1	UGT71C5	40.00	15	9	0	1	15	133	147	2.5	21.9
c138845_g1	UGT73B1	50.00	14	7	0	18	31	129	142	1.3	18.9
c149753_g1	UGT72B3	28.12	64	37	4	29	90	130	186	0.23	23.1
c69738_g1	UGT85A4	33.33	45	22	2	64	103	321	362	0.56	24.6
c127930_g1	UGT71D1	42.11	19	11	0	2	20	392	410	0.80	18.5
c77076_g1	UGT71C3	31.58	57	38	1	119	174	380	436	0.10	26.9
c104147_g1	UGT91C1	37.50	32	15	1	47	73	125	156	0.93	21.9
c2144_g1	UGT76D1	33.33	27	18	0	38	64	386	412	0.72	20.4
c73121_g1	UGT79B10	32.00	50	32	2	557	604	266	315	0.28	26.9
c144062_g1	UGT76E12	32.35	68	39	3	356	416	374	441	1.5	23.5
c88656_g1	UGT90A2	37.93	29	17	1	23	51	342	369	0.93	20.0
c54850_g1	UGT76C1	40.74	27	15	1	65	91	137	162	2.0	21.9
c53787_g1	UGT78D3	20.00	110	72	3	2	96	44	152	1.2	22.7
c109781_g1	UGT90A1	38.10	21	13	0	37	57	26	46	5.2	18.5
c122621_g1	UGT73C4	42.86	14	8	0	25	38	116	129	0.61	19.2
c59269_g1	UGT76D1	38.89	18	11	0	25	42	224	241	0.71	21.6
c147649_g1	UGT73C5	34.78	46	16	4	1	39	118	156	0.22	20.8
c117991_g1	UGT75B1	37.50	24	15	0	60	83	84	107	0.85	21.2
c143691_g1	UGT92A1	31.58	19	13	0	62	80	459	477	0.95	21.6
c70967_g2	UGT75D1	39.13	23	14	0	1	23	410	432	1.1	23.9
c36543_g2	UGT78D1	35.29	17	11	0	23	39	122	138	0.85	20.0
c67393_g1	UGT72C1	28.71	101	60	4	232	321	329	428	0.008	30.8
c125016_g1	UGT84B3P	50.00	14	7	0	2	15	185	198	1.9	17.7
c33299_g1	UGT92A1	35.29	17	11	0	13	29	282	298	2.7	18.5
c123443_g1	UGT83A1	34.00	50	33	0	1	50	192	241	2e-08	42.4
c141576_g1	UGT83A1	38.00	50	31	0	1	50	192	241	1e-09	46.2
c38152_g1	UGT90A2	40.91	22	11	1	92	113	263	282	0.96	21.6
c104713_g1	UGT71B6	75.00	8	2	0	75	82	259	266	2.3	20.4
c77792_g1	UGT84A4	39.39	33	19	1	160	191	212	244	0.94	24.6
c124368_g1	UGT91C1	39.13	23	14	0	20	42	70	92	0.24	20.8
c145784_g1	UGT85A5	28.12	32	23	0	11	42	236	267	0.29	21.9
c64553_g1	UGT74D1	31.64	256	135	8	37	265	111	353	4e-32	116
c139538_g1	UGT91B1	32.43	37	23	2	3	38	19	54	2.2	18.9
c40909_g1	UGT81A3	37.04	27	17	0	49	75	409	435	1.6	21.6
c36543_g1	UGT71C4	37.04	27	17	0	26	52	133	159	0.13	22.7
c131947_g1	UGT73D1	43.75	16	9	0	51	66	279	294	3.5	18.9
c42652_g1	UGT76E11	30.30	33	23	0	5	37	257	289	0.41	21.2
c47116_g1	UGT90A2	33.33	39	26	0	46	84	246	284	0.075	28.5
c152345_g1	UGT81A3	29.85	67	39	3	21	85	403	463	0.17	23.1
c19991_g1	UGT84A1	50.00	14	7	0	3	16	318	331	1.1	19.6
c68055_g1	UGT72B1	41.67	24	14	0	5	28	305	328	1.2	19.2
c31634_g1	UGT74B1	31.58	38	24	1	9	44	375	412	2.8	18.1
c71225_g1	UGT86A2	30.61	49	31	1	420	468	249	294	0.65	25.8
c66156_g1	UGT81A1	76.97	456	93	3	49	493	77	531	0.0	717
c21612_g1	UGT91A1	29.27	41	22	1	1	41	57	90	0.89	19.2
c40309_g1	UGT71B4P	53.33	15	7	0	8	22	284	298	3.2	16.5
c68392_g1	UGT88A1	48.51	470	218	8	9	466	3	460	8e-139	405
c67729_g1	UGT84B2	22.97	74	50	3	88	160	378	445	0.053	27.3
c1570_g1	UGT79B2	34.15	41	19	1	98	130	370	410	0.80	22.3
c70824_g1	UGT71B2	30.00	50	35	0	21	70	335	384	0.43	21.6
c105325_g1	UGT71C5	26.92	52	30	2	18	62	236	286	0.38	21.2
c80269_g1	UGT72C1	46.67	15	8	0	36	50	210	224	0.52	20.8
c139468_g1	UGT84A1	50.00	10	5	0	3	12	382	391	1.4	17.7
c56196_g1	UGT74F2	31.82	22	15	0	54	75	124	145	1.3	21.9
c38265_g1	UGT80A2	40.00	35	19	1	117	149	29	63	7.5	19.6
c65372_g2	UGT81A3	26.92	130	73	6	137	259	341	455	0.049	27.7
c98919_g1	UGT80B1	50.00	12	6	0	12	23	118	129	6.8	17.7
c64198_g1	UGT91A1	32.93	82	46	5	66	146	281	354	0.20	25.4
c105199_g1	UGT73B5	24.53	53	34	2	7	59	94	140	0.45	21.6
c143706_g1	UGT72D1	34.09	44	23	2	2	43	331	370	0.69	25.4
c65728_g1	UGT82A1	46.84	380	167	7	3	359	5	372	5e-109	324
c54907_g1	UGT86A1	28.07	57	38	1	214	270	179	232	0.16	26.2
c73306_g1	UGT71C2	28.57	35	22	2	67	101	319	350	0.84	22.7
c67951_g2	UGT79B11	27.91	43	29	1	57	99	152	192	2.3	22.7
c64366_g1	UGT85A3	20.59	68	47	1	227	294	405	465	7.1	21.2
c2323_g1	UGT73C6	22.22	18	14	0	10	27	153	170	2.9	17.3
c76421_g1	UGT76D1	40.00	20	11	1	24	43	208	226	1.6	19.6
c73007_g1	UGT80B1	42.86	28	13	1	88	112	157	184	1.1	23.5
